timestamp,close,high,low,open,volume,vwap
2025-04-15 09:57:00-04:00,541.8,542.5599,541.76,541.8,111795,540.8765799696112
2025-04-15 09:58:00-04:00,541.93,541.99,541.42,541.83,162228,540.9009119430839
2025-04-15 09:59:00-04:00,541.48,542.09,541.43,541.965,110853,540.9099095966941
2025-04-15 10:00:00-04:00,541.71,542.01,541.23,541.52,342605,540.9465724195728
2025-04-15 10:01:00-04:00,541.7,542.08,541.5,541.78,89741,540.9555083356405
2025-04-15 10:02:00-04:00,541.99,542.05,541.6001,541.6799,94814,540.9683106011704
2025-04-15 10:03:00-04:00,542.17,542.35,541.8966,541.96,143793,540.990448671473
2025-04-15 10:04:00-04:00,541.9,542.22,541.71,542.16,75572,540.9991709715242
2025-04-15 10:05:00-04:00,542.25,542.37,541.63,541.93,219157,541.0330142234087
2025-04-15 10:06:00-04:00,542.33,542.42,541.92,542.24,109951,541.0503843630657
2025-04-15 10:07:00-04:00,542.39,542.49,542.1,542.31,85481,541.0641888179199
2025-04-15 10:08:00-04:00,542.4,542.4106,542.13,542.37,77318,541.0765246708319
2025-04-15 10:09:00-04:00,541.9399,542.44,541.71,542.38,173179,541.0940202899745
2025-04-15 10:10:00-04:00,542.48,542.5199,541.785,542.48,85444,541.1077403499974
2025-04-15 10:11:00-04:00,542.93,542.94,542.3,542.44,126073,541.1339738751655
2025-04-15 10:12:00-04:00,543.02,543.11,542.77,543.02,130042,541.1615707741529
2025-04-15 10:13:00-04:00,542.64,543.23,542.59,542.97,102236,541.1783845697389
2025-04-15 10:14:00-04:00,541.74,542.69,541.53,542.62,157390,541.1880479238476
2025-04-15 10:15:00-04:00,542.2253,542.29,541.62,541.75,101316,541.1994108350627
2025-04-15 10:16:00-04:00,541.96,542.56,541.94,542.21,99805,541.2075314451191
2025-04-15 10:17:00-04:00,540.944,542.38,539.95,541.96,816268,541.186365776749
2025-04-15 10:18:00-04:00,540.18,541.3,540.16,540.97,420076,541.1464250268566
2025-04-15 10:19:00-04:00,539.41,540.3,539.1,540.19,438150,541.0774011677983
2025-04-15 10:20:00-04:00,539.3,539.3947,538.14,539.39,443726,541.0086188448654
2025-04-15 10:21:00-04:00,540.14,540.17,539.04,539.25,352089,540.9827418992637
2025-04-15 10:22:00-04:00,540.53,540.9,540.12,540.19,285139,540.972076816912
2025-04-15 10:23:00-04:00,539.91,540.68,539.7,540.56,155395,540.9586136057262
2025-04-15 10:24:00-04:00,539.46,540.1,539.44,539.94,166746,540.9385034232329
2025-04-15 10:25:00-04:00,539.18,539.84,539.09,539.475,192256,540.9117096364903
2025-04-15 10:26:00-04:00,538.86,539.36,538.74,539.21,175859,540.8835075180205
2025-04-15 10:27:00-04:00,539.165,539.51,538.78,538.85,153232,540.8631683138036
2025-04-15 10:28:00-04:00,539.87,540.05,539.2,539.23,180614,540.8495040167498
2025-04-15 10:29:00-04:00,539.4,539.9799,539.36,539.89,123599,540.835984282561
2025-04-15 10:30:00-04:00,540.25,540.32,539.3401,539.4,297082,540.823135130862
2025-04-15 10:31:00-04:00,539.97,540.32,539.85,540.255,83887,540.8178851364481
2025-04-15 10:32:00-04:00,540.4,540.45,539.9,540.02,94476,540.8150091616835
2025-04-15 10:33:00-04:00,540.8,540.89,540.3301,540.42,144062,540.8148531501125
2025-04-15 10:34:00-04:00,540.85,540.9799,540.57,540.8,105779,540.8151189670068
2025-04-15 10:35:00-04:00,540.32,541.04,540.22,540.83,149969,540.8098628143476
2025-04-15 10:36:00-04:00,540.63,540.96,540.21,540.325,62681,540.8090682920297
2025-04-15 10:37:00-04:00,540.2,540.72,539.98,540.62,140976,540.8030766002985
2025-04-15 10:38:00-04:00,540.08,540.39,539.86,540.08,59156,540.8001040396024
2025-04-15 10:39:00-04:00,539.9,540.089,539.725,540.02,101443,540.793803033017
2025-04-15 10:40:00-04:00,540.045,540.06,539.51,539.9509,117031,540.7878038519052
2025-04-15 10:41:00-04:00,540.53,540.53,539.76,540.1,112528,540.785833328779
2025-04-15 10:42:00-04:00,540.7,540.99,540.45,540.4886,111625,540.785187443022
2025-04-15 10:43:00-04:00,541.63,541.69,540.67,540.7683,156719,540.7940206777821
2025-04-15 10:44:00-04:00,541.64,541.88,541.532,541.64,106169,540.799970923075
2025-04-15 10:45:00-04:00,541.68,541.8,541.21,541.66,88172,540.805081436838
2025-04-15 10:46:00-04:00,540.72,541.69,539.08,541.66,650316,540.8015857297987
2025-04-15 10:47:00-04:00,540.72,541.29,540.37,540.84,295624,540.8000898311889
2025-04-15 10:48:00-04:00,540.37,540.73,540.09,540.73,79770,540.7979731598805
2025-04-15 10:49:00-04:00,540.7,540.9375,540.24,540.39,73415,540.7975314624167
2025-04-15 10:50:00-04:00,539.87,540.82,539.8,540.65,123134,540.7905696225014
2025-04-15 10:51:00-04:00,540.69,540.69,540.69,540.69,101502,540.7899512257144
2025-04-15 10:52:00-04:00,540.38,541.05,540.37,540.72,107682,540.7872942807044
2025-04-15 10:53:00-04:00,540.705,541.15,540.36,540.4,73691,540.7869309648437
2025-04-15 10:54:00-04:00,541.02,541.14,540.72,540.81,34277,540.787408739508
2025-04-15 10:55:00-04:00,541.2,541.35,540.76,541.08,67958,540.7890787202505
2025-04-15 10:56:00-04:00,541.27,541.6,541.14,541.27,84407,540.7914843585505
2025-04-15 10:57:00-04:00,541.335,541.335,541.335,541.335,841250,540.8172942813171
2025-04-15 10:58:00-04:00,541.0363,541.37,540.655,541.37,70660,540.8181643708706
2025-04-15 10:59:00-04:00,540.58,541.25,540.5,541.06,144269,540.8162482911196
2025-04-15 11:00:00-04:00,541.2799,541.31,540.43,540.5801,196564,540.8212759131073
2025-04-15 11:01:00-04:00,541.3,541.46,541.11,541.28,127306,540.8246143547283
2025-04-15 11:02:00-04:00,541.26,541.43,540.88,541.26,47113,540.8257351490278
2025-04-15 11:03:00-04:00,541.18,541.41,540.86,541.18,50156,540.826703325993
2025-04-15 11:04:00-04:00,541.4496,541.51,541.03,541.23,43404,540.8281730037667
2025-04-15 11:05:00-04:00,541.47,541.6339,541.07,541.45,70718,540.8306308155118
2025-04-15 11:06:00-04:00,540.7999,541.6144,540.732,541.48,116174,540.8304388595714
2025-04-15 11:07:00-04:00,540.7,540.8199,540.42,540.8065,127049,540.8295531827987
2025-04-15 11:08:00-04:00,540.67,540.99,540.53,540.7242,56030,540.8290767390723
2025-04-15 11:09:00-04:00,540.89,540.93,540.55,540.6401,57696,540.8292635227996
2025-04-15 11:10:00-04:00,541.14,541.15,540.49,540.89,63544,540.8303090357279
2025-04-15 11:11:00-04:00,540.52,541.33,540.46,541.12,102744,540.8286301948109
2025-04-15 11:12:00-04:00,541.39,541.46,540.45,540.5,152546,540.8331039516347
2025-04-15 11:13:00-04:00,541.0734,541.439,541.03,541.42,41808,540.8336276912148
2025-04-15 11:14:00-04:00,541.4871,541.57,541.12,541.12,48636,540.8352802746385
2025-04-15 11:15:00-04:00,541.5437,541.7,541.3501,541.44,61140,540.837525202447
2025-04-15 11:16:00-04:00,541.608,541.81,541.58,541.61,45294,540.839329674233
2025-04-15 11:17:00-04:00,541.7029,541.72,541.29,541.59,79123,540.8428483950668
2025-04-15 11:18:00-04:00,541.5403,541.85,541.52,541.695,48739,540.8445945609947
2025-04-15 11:19:00-04:00,541.47,541.62,541.4,541.55,44088,540.8460076988008
2025-04-15 11:20:00-04:00,541.81,541.9349,541.54,541.55,57642,540.8488472725255
2025-04-15 11:21:00-04:00,541.7987,541.9,541.422,541.84,54060,540.8514641211397
2025-04-15 11:22:00-04:00,541.66,542.03,541.66,541.8,87425,540.8550503120313
2025-04-15 11:23:00-04:00,541.44,541.89,541.4,541.44,59220,540.8568025726946
2025-04-15 11:24:00-04:00,541.7,541.82,541.55,541.55,52876,540.8590518556737
2025-04-15 11:25:00-04:00,540.83,541.69,540.807,541.67,124375,540.8588708113667
2025-04-15 11:26:00-04:00,540.735,540.885,540.55,540.82,70913,540.8584319388369
2025-04-15 11:27:00-04:00,540.675,540.855,540.6,540.71,52387,540.8579531053747
2025-04-15 11:28:00-04:00,540.432,540.6615,540.33,540.6615,73687,540.8563949484546
2025-04-15 11:29:00-04:00,540.1701,540.54,540.15,540.4,83224,540.8535711667699
2025-04-15 11:30:00-04:00,540.6999,540.7239,540.09,540.22,81191,540.852956749741
2025-04-15 11:31:00-04:00,541.39,541.4383,540.64,540.64,161147,540.8571848552479
2025-04-15 11:32:00-04:00,541.03,541.53,541.0,541.41,76446,540.8578279777761
2025-04-15 11:33:00-04:00,540.85,541.05,540.74,541.04,52777,540.8578078583298
2025-04-15 11:34:00-04:00,540.64,540.84,540.48,540.8309,47611,540.8573056102045
2025-04-15 11:35:00-04:00,540.9,541.0,540.23,540.6712,80810,540.8574721639189
2025-04-15 11:36:00-04:00,540.2157,540.87,540.17,540.87,52202,540.855859860014
2025-04-15 11:37:00-04:00,540.14,540.23,539.77,540.2,175888,540.8498512735908
2025-04-15 11:38:00-04:00,539.9,540.025,539.77,540.0,82155,540.8461419385341
2025-04-15 11:39:00-04:00,540.3505,540.46,539.92,539.9284,68596,540.8445311118434
2025-04-15 11:40:00-04:00,540.35,540.45,540.05,540.35,240000,540.8389705404778
2025-04-15 11:41:00-04:00,540.33,540.5,540.21,540.3,36379,540.8381046112394
2025-04-15 11:42:00-04:00,540.24,540.49,540.095,540.35,26634,540.8373605073297
2025-04-15 11:43:00-04:00,540.4,540.58,540.17,540.24,28722,540.8367745571617
2025-04-15 11:44:00-04:00,540.365,540.52,540.26,540.29,149395,540.8335094745274
2025-04-15 11:45:00-04:00,540.7386,540.8188,540.28,540.32,63606,540.8332306014514
2025-04-15 11:46:00-04:00,540.3486,540.75,540.22,540.71,57112,540.8319554663989
2025-04-15 11:47:00-04:00,540.065,540.38,539.69,540.31,152393,540.8266087366285
2025-04-15 11:48:00-04:00,539.75,540.1,539.63,540.08,74079,540.8229726166811
2025-04-15 11:49:00-04:00,539.93,540.04,539.62,539.75,70874,540.8200964584089
2025-04-15 11:50:00-04:00,539.65,540.1746,539.65,540.0,59917,540.8169191025564
2025-04-15 11:51:00-04:00,539.541,539.76,539.44,539.69,84332,540.8120611117754
2025-04-15 11:52:00-04:00,540.7042,540.81,539.535,539.535,188354,540.8111517987121
2025-04-15 11:53:00-04:00,541.05,541.2499,540.6,540.7036,116350,540.8123893943026
2025-04-15 11:54:00-04:00,540.83,541.29,540.71,541.05,73067,540.8124465709191
2025-04-15 11:55:00-04:00,540.68,540.85,540.52,540.791,57211,540.812111030895
2025-04-15 11:56:00-04:00,540.29,540.905,540.26,540.6801,60060,540.8107261478543
2025-04-15 11:57:00-04:00,540.9,540.9385,540.19,540.29,65856,540.8109851025351
2025-04-15 11:58:00-04:00,540.9299,540.9962,540.59,540.97,38343,540.8111854887035
2025-04-15 11:59:00-04:00,540.9717,541.0,540.8,540.92,46557,540.8115132888554
2025-04-15 12:00:00-04:00,540.97,541.17,540.9,541.0,72046,540.8120125373677
2025-04-15 12:01:00-04:00,541.44,541.62,540.98,540.99,78552,540.8141624208317
2025-04-15 12:02:00-04:00,541.37,541.51,541.2651,541.5,19718,540.8146396631143
2025-04-15 12:03:00-04:00,541.42,541.56,541.34,541.39,23137,540.8152489241227
2025-04-15 12:04:00-04:00,541.33,541.55,541.18,541.47,38923,540.8161190416376
2025-04-15 12:05:00-04:00,541.17,541.51,541.17,541.33,39525,540.816725391406
2025-04-15 12:06:00-04:00,541.38,541.5059,541.2,541.2196,47641,540.8178863690969
2025-04-15 12:07:00-04:00,540.7637,541.38,540.75,541.38,65888,540.8177322684033
2025-04-15 12:08:00-04:00,540.64,540.8,540.52,540.75,34278,540.8174698543571
2025-04-15 12:09:00-04:00,540.77,540.84,540.53,540.6,64291,540.8173388066637
2025-04-15 12:10:00-04:00,541.02,541.02,540.65,540.73,28822,540.8175894402167
2025-04-15 12:11:00-04:00,540.95,541.2,540.9037,541.0099,50548,540.8178760087053
2025-04-15 12:12:00-04:00,540.91,541.1551,540.72,540.935,53819,540.8180877200101
2025-04-15 12:13:00-04:00,540.61,540.96,540.595,540.92,31341,540.8178095110052
2025-04-15 12:14:00-04:00,540.909,540.909,540.51,540.58,33834,540.817940924991
2025-04-15 12:15:00-04:00,541.0601,541.0798,540.77,540.93,49980,540.8184553991916
2025-04-15 12:16:00-04:00,541.07,541.31,540.8796,541.06,51794,540.8190079643088
2025-04-15 12:17:00-04:00,540.6201,541.11,540.62,541.11,37644,540.8186909389719
2025-04-15 12:18:00-04:00,540.49,540.78,540.47,540.6355,48989,540.8180105099524
2025-04-15 12:19:00-04:00,540.72,540.76,540.3726,540.47,32394,540.8178764939757
2025-04-15 12:20:00-04:00,540.76,540.76,540.48,540.7387,48505,540.8177582941103
2025-04-15 12:21:00-04:00,540.66,540.87,540.5,540.76,26015,540.8175856244729
2025-04-15 12:22:00-04:00,541.1299,541.13,540.53,540.67,35716,540.8180541194183
2025-04-15 12:23:00-04:00,541.34,541.37,541.09,541.1113,49649,540.8191403639969
2025-04-15 12:24:00-04:00,541.31,541.36,541.12,541.35,259501,540.8244219601037
2025-04-15 12:25:00-04:00,541.48,541.62,541.31,541.31,41262,540.8255416308452
2025-04-15 12:26:00-04:00,541.48,541.58,541.4,541.4801,67659,540.8273693465436
2025-04-15 12:27:00-04:00,541.54,541.54,541.14,541.4,63141,540.8292217950094
2025-04-15 12:28:00-04:00,541.0484,541.51,541.0401,541.51,53455,540.8297030954794
2025-04-15 12:29:00-04:00,540.98,541.1265,540.9003,540.98,44642,540.8299781826686
2025-04-15 12:30:00-04:00,541.37,541.38,540.9406,541.0,51636,540.8311191534735
2025-04-15 12:31:00-04:00,541.04,541.4302,541.0,541.36,35639,540.8314232840896
2025-04-15 12:32:00-04:00,541.36,541.3891,541.01,541.03,35517,540.8321892054653
2025-04-15 12:33:00-04:00,540.95,541.3295,540.875,541.3295,27733,540.8323223697427
2025-04-15 12:34:00-04:00,540.78,540.98,540.72,540.94,41269,540.8322345688138
2025-04-15 12:35:00-04:00,540.83,541.06,540.77,540.83,24531,540.8322323578963
2025-04-15 12:36:00-04:00,540.78,540.9,540.67,540.8742,49192,540.8321281931454
2025-04-15 12:37:00-04:00,540.61,540.82,540.5605,540.79,32039,540.8318398712905
2025-04-15 12:38:00-04:00,540.57,540.62,540.33,540.59,49385,540.831317093664
2025-04-15 12:39:00-04:00,540.281,540.5604,540.24,540.5604,69786,540.8297688069382
2025-04-15 12:40:00-04:00,540.46,540.48,540.12,540.26,49022,540.8290394960105
2025-04-15 12:41:00-04:00,540.02,540.48,539.97,540.46,89013,540.8261522935375
2025-04-15 12:42:00-04:00,540.3499,540.41,540.0,540.0,195393,540.8224505319209
2025-04-15 12:43:00-04:00,540.36,540.49,540.2401,540.35,55141,540.821438305418
2025-04-15 12:44:00-04:00,540.7175,540.79,540.35,540.39,83656,540.8210944035156
2025-04-15 12:45:00-04:00,540.85,540.92,540.67,540.7,61481,540.821164482065
2025-04-15 12:46:00-04:00,540.89,541.02,540.83,540.86,55106,540.8213138954812
2025-04-15 12:47:00-04:00,541.0999,541.1397,540.81,540.93,60725,540.8219785531751
2025-04-15 12:48:00-04:00,540.7,541.09,540.525,541.05,36343,540.8218046572036
2025-04-15 12:49:00-04:00,540.642,540.78,540.51,540.642,19404,540.821667909239
2025-04-15 12:50:00-04:00,540.4,540.7304,540.34,540.64,33237,540.8211192534143
2025-04-15 12:51:00-04:00,540.3088,540.42,540.23,540.42,14523,540.8208281129657
2025-04-15 12:52:00-04:00,539.9,540.33,539.9,540.33,58363,540.8187301397306
2025-04-15 12:53:00-04:00,539.775,539.99,539.74,539.89,29137,540.8175443041853
2025-04-15 12:54:00-04:00,539.51,539.8,539.39,539.79,82032,540.8133751204294
2025-04-15 12:55:00-04:00,538.8588,539.485,538.8588,539.48,187694,540.7992186609158
2025-04-15 12:56:00-04:00,539.08,539.39,538.82,538.86,168829,540.7880908109636
2025-04-15 12:57:00-04:00,538.565,539.1,538.49,539.06,131743,540.7769187408833
2025-04-15 12:58:00-04:00,538.94,538.98,538.48,538.58,87526,540.7708061091594
2025-04-15 12:59:00-04:00,539.04,539.24,538.88,538.94,138922,540.7617124437719
2025-04-15 13:00:00-04:00,538.51,539.12,538.46,539.01,69963,540.755770262832
2025-04-15 13:01:00-04:00,539.1,539.1658,538.46,538.54,130087,540.7476852448566
2025-04-15 13:02:00-04:00,539.1,539.175,538.8417,539.105,40643,540.745175410724
2025-04-15 13:03:00-04:00,539.61,539.66,539.06,539.1218,197524,540.7368335322996
2025-04-15 13:04:00-04:00,539.64,539.69,539.42,539.6,73837,540.7338288883125
2025-04-15 13:05:00-04:00,539.61,539.86,539.4005,539.6388,86210,540.7302457737261
2025-04-15 13:06:00-04:00,539.7675,539.9,539.59,539.6004,51407,540.7284189422313
2025-04-15 13:07:00-04:00,539.635,539.85,539.59,539.73,49631,540.7264194802094
2025-04-15 13:08:00-04:00,539.4301,539.69,539.28,539.63,183219,540.7177272123608
2025-04-15 13:09:00-04:00,539.15,539.6,539.11,539.15,82967,540.7129814290394
2025-04-15 13:10:00-04:00,539.245,539.35,538.95,539.17,83091,540.7085443200277
2025-04-15 13:11:00-04:00,539.36,539.36,539.36,539.36,31214,540.7070148159881
2025-04-15 13:12:00-04:00,539.085,539.42,538.9,539.34,84449,540.7020529604656
2025-04-15 13:13:00-04:00,539.29,539.57,539.1,539.1,75351,540.6982091353193
2025-04-15 13:14:00-04:00,539.3499,539.4,539.19,539.29,46669,540.6959398005789
2025-04-15 13:15:00-04:00,539.09,539.445,539.01,539.34,42109,540.6935046649307
2025-04-15 13:16:00-04:00,538.59,539.2634,538.56,539.08,104441,540.6856232372855
2025-04-15 13:17:00-04:00,538.43,538.7088,538.31,538.6,55166,540.6811679394713
2025-04-15 13:18:00-04:00,538.815,538.88,538.35,538.415,61219,540.6770864115938
2025-04-15 13:19:00-04:00,538.65,538.88,538.55,538.7945,98869,540.6699516044757
2025-04-15 13:20:00-04:00,538.7488,538.7488,538.4499,538.63,66479,540.6654155398028
2025-04-15 13:21:00-04:00,538.47,538.82,538.395,538.75,72522,540.6597752221668
2025-04-15 13:22:00-04:00,538.04,538.51,538.02,538.45,153388,540.6456167353018
2025-04-15 13:23:00-04:00,537.79,538.09,537.5,538.09,162762,540.6293338775989
2025-04-15 13:24:00-04:00,538.065,538.11,537.78,537.8495,79806,540.6221844457116
2025-04-15 13:25:00-04:00,537.52,538.21,537.49,538.065,78834,540.6136643231355
2025-04-15 13:26:00-04:00,538.055,538.06,537.37,537.53,99132,540.604857921349
2025-04-15 13:27:00-04:00,537.81,538.26,537.81,538.0553,89233,540.5962259046578
2025-04-15 13:28:00-04:00,538.02,538.09,537.69,537.8,60127,540.5908756559495
2025-04-15 13:29:00-04:00,537.76,538.02,537.67,537.98,51283,540.5858701508376
2025-04-15 13:30:00-04:00,538.61,538.65,537.71,537.77,144098,540.5761017746861
2025-04-15 13:31:00-04:00,538.4964,538.6366,538.28,538.6366,0,540.5761017746861
2025-04-15 13:32:00-04:00,538.1053,538.67,538.0801,538.5,62846,540.5707857685787
2025-04-15 13:33:00-04:00,538.07,538.41,538.01,538.21,56355,540.5659703061766
2025-04-15 13:34:00-04:00,538.0451,538.3483,537.91,538.055,36067,540.5628674967056
2025-04-15 13:35:00-04:00,538.0421,538.25,537.8801,537.9952,69226,540.5569263507462
2025-04-15 13:36:00-04:00,538.1409,538.23,537.61,537.94,188342,540.541532824766
2025-04-15 13:37:00-04:00,538.58,538.58,538.04,538.05,76044,540.536499723838
2025-04-15 13:38:00-04:00,538.525,538.8,538.41,538.58,63282,540.5322137705676
2025-04-15 13:39:00-04:00,538.6928,538.7,538.53,538.5501,30426,540.5303312932301
2025-04-15 13:40:00-04:00,539.15,539.19,538.7212,538.74,151675,540.5233250138606
2025-04-15 13:41:00-04:00,538.7801,539.2457,538.72,539.14,124848,540.5160719000246
2025-04-15 13:42:00-04:00,538.735,538.96,538.6857,538.8121,59776,540.512530829165
2025-04-15 13:43:00-04:00,538.89,538.98,538.66,538.66,39095,540.5104238092002
2025-04-15 13:44:00-04:00,538.814,539.05,538.81,538.93,53611,540.507408253602
2025-04-15 13:45:00-04:00,538.5501,538.945,538.44,538.84,59556,540.5035507043245
